primary_key_composed,player_id,player_name,position,age,team_abbreviation,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season_id
1348_2021_PHI,1348,Seth Curry,SG,30,PHI,22,22,29.0,4.6,9.3,0.5,2.1,4.4,0.479,2.5,4.9,0.519,0.613,1.8,1.8,0.975,0.2,1.7,1.9,2.7,0.8,0.3,1.4,1.7,13.1,2021
1205_2021_GSW,1205,Stephen Curry,PG,32,GSW,29,29,34.0,10.0,20.3,0.492,5.0,11.8,0.425,5.0,8.6,0.582,0.614,5.0,5.3,0.935,0.4,4.9,5.3,6.0,1.2,0.1,3.2,1.9,30.0,2021
1219_2021_LAL,1219,Anthony Davis,PF,27,LAL,23,23,32.8,8.9,16.7,0.533,0.7,2.5,0.293,8.1,14.1,0.575,0.555,4.0,5.7,0.715,2.0,6.3,8.4,3.0,1.3,1.8,2.0,1.8,22.5,2021
634_2021_MIN,634,Ed Davis,C,31,MIN,19,7,13.9,0.9,2.3,0.419,0.0,0.0,0.0,0.9,2.3,0.419,0.419,0.4,0.4,0.875,2.0,3.1,5.1,1.0,0.5,0.5,0.3,2.6,2.3,2021
1429_2021_TOR,1429,Terence Davis,SG,23,TOR,22,2,13.8,2.5,5.8,0.438,1.3,3.3,0.384,1.3,2.5,0.509,0.547,0.4,0.5,0.9,0.3,1.4,1.6,0.9,0.5,0.1,0.9,1.7,6.8,2021
1250_2021_SAS,1250,DeMar DeRozan,PF,31,SAS,25,25,33.4,6.6,13.4,0.488,0.6,1.9,0.333,5.9,11.5,0.514,0.512,6.0,6.8,0.893,0.8,4.2,5.0,6.9,0.8,0.3,1.6,1.8,19.8,2021
1397_2021_OKC,1397,Hamidou Diallo,SG,22,OKC,28,5,24.0,4.7,9.8,0.48,0.4,1.4,0.289,4.3,8.5,0.511,0.5,2.7,4.1,0.661,1.1,4.3,5.4,2.5,1.0,0.4,1.5,2.5,12.5,2021
1424_2021_MEM,1424,Gorgui Dieng,C,31,MEM,19,1,17.7,2.6,4.9,0.532,1.1,2.1,0.5,1.6,2.8,0.556,0.638,1.4,1.6,0.839,1.4,3.4,4.8,1.4,0.8,0.7,1.1,1.8,7.7,2021
1268_2021_BRK,1268,Spencer Dinwiddie,SG,27,BRK,3,3,21.3,2.0,5.3,0.375,0.7,2.3,0.286,1.3,3.0,0.444,0.438,2.0,2.0,1.0,0.0,4.3,4.3,3.0,0.7,0.3,1.7,1.3,6.7,2021
1412_2021_MIL,1412,Donte DiVincenzo,SG,24,MIL,28,28,26.1,3.7,8.9,0.419,2.0,4.9,0.401,1.8,4.0,0.441,0.53,0.5,0.8,0.619,1.0,3.4,4.5,2.8,1.2,0.2,1.2,1.5,9.9,2021
117_2021_DAL,117,Luka Dončić,PG,21,DAL,27,27,35.3,10.0,21.1,0.475,2.4,7.2,0.335,7.6,14.0,0.546,0.532,6.6,8.3,0.795,0.9,7.7,8.6,9.4,1.0,0.7,4.2,2.2,29.1,2021
1288_2021_OKC,1288,Luguentz Dort,SG,21,OKC,27,27,29.6,4.3,10.6,0.409,1.9,5.7,0.323,2.5,4.9,0.511,0.497,2.0,2.6,0.746,0.7,2.8,3.5,1.4,0.9,0.3,1.5,2.5,12.5,2021
652_2021_CLE,652,Damyean Dotson,SG,26,CLE,24,6,20.4,3.0,7.2,0.41,1.1,3.8,0.283,1.9,3.4,0.556,0.486,0.8,1.1,0.692,0.2,1.7,1.8,2.2,0.5,0.1,0.8,0.9,7.8,2021
1649_2021_CHI,1649,Devon Dotson,PG,21,CHI,1,0,10.0,2.0,4.0,0.5,0.0,0.0,0.0,2.0,4.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2021
654_2021_DET,654,Sekou Doumbouya,PF,20,DET,24,1,13.1,1.5,4.3,0.353,0.4,1.6,0.256,1.1,2.6,0.413,0.402,0.7,1.0,0.739,0.6,1.8,2.4,0.6,0.4,0.1,0.7,1.5,4.1,2021
1602_2021_DEN,1602,PJ Dozier,SG,24,DEN,17,0,19.4,2.6,5.5,0.468,0.9,2.2,0.405,1.7,3.4,0.509,0.548,1.1,1.5,0.72,0.9,3.2,4.1,1.4,0.5,0.6,0.8,1.7,7.1,2021
123_2021_MIA,123,Goran Dragić,PG,34,MIA,17,6,26.5,5.2,11.5,0.456,1.6,4.6,0.359,3.6,6.9,0.521,0.528,2.2,2.8,0.809,0.4,2.6,3.1,5.3,0.5,0.1,3.0,2.6,14.4,2021
1450_2021_CLE,1450,Andre Drummond,C,27,CLE,25,25,28.9,7.2,15.2,0.474,0.0,0.3,0.0,7.2,14.9,0.484,0.474,3.1,5.2,0.597,4.0,9.4,13.5,2.6,1.6,1.2,3.2,2.8,17.5,2021
125_2021_LAL,125,Jared Dudley,PF,35,LAL,6,0,3.7,0.2,0.2,1.0,0.2,0.2,1.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.2,0.8,1.0,0.2,0.0,0.0,0.0,0.0,0.5,2021
1209_2021_BRK,1209,Kevin Durant,PF,32,BRK,19,18,35.7,9.9,18.9,0.524,2.6,5.9,0.434,7.3,12.9,0.565,0.592,6.6,7.6,0.869,0.4,6.9,7.3,5.3,0.7,1.4,3.5,2.3,29.0,2021
1320_2021_MIN,1320,Anthony Edwards,SG,19,MIN,29,12,28.2,5.4,14.2,0.383,1.8,5.7,0.319,3.6,8.5,0.427,0.448,1.9,2.3,0.806,0.6,3.1,3.7,2.4,0.7,0.3,1.6,1.5,14.6,2021
669_2021_BOS,669,Carsen Edwards,SG,22,BOS,13,1,10.3,1.8,4.2,0.436,0.8,2.3,0.333,1.1,1.9,0.56,0.527,0.5,0.7,0.778,0.2,0.8,1.0,0.4,0.3,0.1,0.2,1.2,5.0,2021
672_2021_POR,672,CJ Elleby,SF,20,POR,12,0,8.0,1.2,2.4,0.483,0.4,1.5,0.278,0.8,0.9,0.818,0.569,0.5,0.8,0.667,0.3,0.7,1.0,0.3,0.3,0.3,0.3,1.3,3.3,2021
673_2021_DET,673,Wayne Ellington,SG,33,DET,21,18,22.9,3.7,8.0,0.456,2.7,6.2,0.438,1.0,1.9,0.513,0.624,0.6,0.8,0.75,0.3,1.6,2.0,1.1,0.4,0.2,0.7,1.5,10.6,2021
1232_2021_PHI,1232,Joel Embiid,C,26,PHI,23,23,32.5,9.4,17.5,0.54,1.2,3.0,0.397,8.3,14.5,0.569,0.573,9.7,11.3,0.851,1.9,8.9,10.8,3.1,1.3,1.2,3.4,2.5,29.7,2021
132_2021_ORL,132,James Ennis,SF,30,ORL,20,19,21.9,2.6,5.2,0.495,0.9,1.9,0.447,1.7,3.3,0.523,0.578,1.3,1.6,0.839,1.2,2.6,3.8,1.4,1.0,0.3,1.0,2.2,7.3,2021
1531_2021_SAS,1531,Drew Eubanks,C,23,SAS,11,0,12.6,1.5,3.4,0.432,0.0,0.0,0.0,1.5,3.4,0.432,0.432,1.1,1.5,0.75,0.6,2.7,3.4,0.4,0.1,1.4,0.5,1.3,4.0,2021
134_2021_CLE,134,Dante Exum,SG,25,CLE,6,3,19.3,1.7,4.3,0.385,0.3,1.8,0.182,1.3,2.5,0.533,0.423,0.2,0.3,0.5,0.3,2.5,2.8,2.2,0.7,0.3,1.2,1.5,3.8,2021
680_2021_BOS,680,Tacko Fall,C,25,BOS,6,0,8.2,1.3,2.0,0.667,0.0,0.0,0.0,1.3,2.0,0.667,0.667,0.5,1.3,0.375,1.3,2.2,3.5,0.0,0.0,1.3,0.2,1.5,3.2,2021
681_2021_UTA,681,Derrick Favors,C,29,UTA,27,0,16.4,2.4,3.9,0.629,0.0,0.0,0.0,2.4,3.9,0.635,0.629,1.4,1.7,0.804,2.1,3.5,5.6,0.9,0.6,1.1,0.6,2.5,6.3,2021
137_2021_CHI,137,Cristiano Felício,C,28,CHI,6,0,6.3,0.5,0.7,0.75,0.0,0.0,0.0,0.5,0.7,0.75,0.75,0.8,1.3,0.625,1.0,1.0,2.0,0.8,0.3,0.0,0.5,0.5,1.8,2021
138_2021_PHI,138,Terrance Ferguson,SG,22,PHI,7,0,3.4,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.1,0.4,0.0,2021
1476_2021_ATL,1476,Bruno Fernando,C,22,ATL,15,0,8.8,0.6,1.5,0.409,0.0,0.1,0.0,0.6,1.3,0.45,0.409,0.6,1.0,0.6,0.8,2.7,3.5,0.6,0.1,0.1,0.8,1.0,1.8,2021
140_2021_CLE,140,Yogi Ferrell,PG,27,CLE,2,0,20.0,4.0,10.5,0.381,1.5,4.5,0.333,2.5,6.0,0.417,0.452,0.0,1.0,0.0,1.5,2.0,3.5,2.5,1.5,0.5,1.5,2.0,9.5,2021
1304_2021_DAL,1304,Dorian Finney-Smith,PF,27,DAL,19,19,30.7,3.3,7.4,0.45,1.9,5.1,0.381,1.4,2.3,0.605,0.582,0.5,0.6,0.833,1.5,3.3,4.8,1.2,1.0,0.4,0.6,2.7,9.1,2021
1509_2021_TOR,1509,Malachi Flynn,PG,22,TOR,13,0,8.2,0.8,3.0,0.282,0.4,1.8,0.217,0.5,1.2,0.375,0.346,0.2,0.3,0.5,0.1,0.6,0.7,1.2,0.3,0.0,0.3,0.8,2.2,2021
1497_2021_MIL,1497,Bryn Forbes,SG,27,MIL,28,5,18.4,3.5,7.2,0.48,2.0,4.3,0.471,1.4,2.9,0.494,0.621,0.5,0.7,0.7,0.2,1.0,1.1,0.5,0.3,0.0,0.7,1.2,9.5,2021
1610_2021_UTA,1610,Trent Forrest,PG,22,UTA,4,0,3.3,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.3,0.3,0.3,0.5,0.0,0.0,0.5,0.5,2021
1273_2021_ORL,1273,Evan Fournier,SF,28,ORL,15,15,28.7,5.8,12.9,0.451,2.3,6.2,0.366,3.5,6.7,0.53,0.539,4.0,5.0,0.8,0.3,2.3,2.5,3.6,1.0,0.4,2.1,2.3,17.9,2021
1244_2021_SAC,1244,De'Aaron Fox,PG,23,SAC,26,26,33.1,8.4,17.7,0.476,1.8,5.4,0.343,6.6,12.3,0.534,0.528,4.5,6.6,0.69,0.7,2.6,3.3,6.8,1.2,0.5,3.1,2.7,23.2,2021
696_2021_MEM,696,Tim Frazier,PG,30,MEM,3,0,11.0,0.7,2.7,0.25,0.0,0.7,0.0,0.7,2.0,0.333,0.25,0.0,0.0,0.0,0.0,1.3,1.3,2.3,0.3,0.0,1.0,1.3,1.3,2021
1284_2021_ORL,1284,Markelle Fultz,PG,22,ORL,8,8,26.9,5.1,13.0,0.394,0.5,2.0,0.25,4.6,11.0,0.42,0.413,2.1,2.4,0.895,0.6,2.5,3.1,5.4,1.0,0.3,2.3,2.3,12.9,2021
1541_2021_NOP,1541,Wenyen Gabriel,PF,23,NOP,3,0,3.3,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.0,0.0,2021
1537_2021_CHI,1537,Daniel Gafford,PF,22,CHI,23,11,14.3,2.1,3.2,0.671,0.0,0.0,0.0,2.1,3.2,0.671,0.671,1.1,1.6,0.676,1.4,1.9,3.3,0.7,0.5,1.3,0.8,2.0,5.3,2021
703_2021_ATL,703,Danilo Gallinari,PF,32,ATL,16,1,19.7,3.0,7.6,0.397,1.6,4.3,0.377,1.4,3.3,0.423,0.504,3.1,3.3,0.942,0.2,2.7,2.9,1.1,0.2,0.1,1.2,1.9,10.7,2021
705_2021_PHO,705,Langston Galloway,SG,29,PHO,22,0,11.1,1.5,3.3,0.466,0.9,1.9,0.476,0.6,1.4,0.452,0.603,0.7,0.7,1.0,0.2,0.9,1.1,0.7,0.2,0.0,0.3,0.6,4.7,2021
1342_2021_CLE,1342,Darius Garland,PG,21,CLE,21,18,32.3,6.4,14.2,0.452,1.7,4.1,0.407,4.8,10.1,0.469,0.51,1.3,1.5,0.903,0.5,1.8,2.2,5.3,1.0,0.1,2.5,2.4,15.9,2021
154_2021_LAL,154,Marc Gasol,C,36,LAL,29,29,20.0,1.4,3.4,0.4,0.7,2.0,0.351,0.7,1.5,0.465,0.5,0.8,0.9,0.88,0.8,3.4,4.2,1.8,0.4,1.2,0.8,2.4,4.2,2021
1378_2021_SAS,1378,Rudy Gay,PF,34,SAS,26,0,22.0,4.2,9.9,0.419,1.6,4.3,0.366,2.6,5.6,0.459,0.498,1.3,1.7,0.767,0.9,4.3,5.2,1.5,0.7,0.5,1.2,1.8,11.2,2021
1212_2021_LAC,1212,Paul George,SF,30,LAC,20,20,34.0,8.4,16.6,0.508,3.8,7.9,0.478,4.7,8.7,0.534,0.621,3.8,4.2,0.905,0.7,5.6,6.2,5.5,1.2,0.5,3.6,2.3,24.4,2021
1470_2021_NYK,1470,Taj Gibson,PF,35,NYK,8,0,13.6,1.3,2.5,0.5,0.1,0.6,0.2,1.1,1.9,0.6,0.525,0.4,0.8,0.5,1.4,1.8,3.1,0.5,0.3,0.4,0.3,1.9,3.0,2021
158_2021_POR,158,Harry Giles,C,22,POR,22,0,11.8,1.2,2.8,0.419,0.1,0.4,0.375,1.0,2.5,0.426,0.444,0.6,0.8,0.722,1.1,3.8,4.9,0.9,0.2,0.4,0.7,2.0,3.1,2021
1239_2021_OKC,1239,Shai Gilgeous-Alexander,SG,22,OKC,22,22,33.7,7.9,15.6,0.503,1.9,4.9,0.383,6.0,10.8,0.557,0.563,5.0,6.3,0.784,0.7,4.7,5.4,6.5,0.8,0.6,2.9,2.0,22.5,2021
1550_2021_WAS,1550,Anthony Gill,PF,28,WAS,10,1,6.5,0.3,1.0,0.3,0.1,0.7,0.143,0.2,0.3,0.667,0.35,0.3,0.4,0.75,0.3,1.6,1.9,0.3,0.3,0.2,0.3,0.3,1.0,2021
1217_2021_UTA,1217,Rudy Gobert,C,28,UTA,29,29,30.3,5.4,8.5,0.64,0.0,0.0,0.0,5.4,8.5,0.642,0.64,3.3,5.8,0.581,3.5,9.9,13.4,1.3,0.4,2.7,1.6,2.2,14.2,2021
718_2021_ATL,718,Brandon Goodwin,PG,25,ATL,22,0,12.7,1.5,4.6,0.324,0.6,2.4,0.269,0.9,2.3,0.38,0.392,0.8,1.1,0.708,0.1,1.1,1.2,2.0,0.5,0.0,0.5,1.0,4.4,2021
1263_2021_ORL,1263,Aaron Gordon,PF,25,ORL,19,19,29.1,4.8,11.2,0.427,1.6,4.4,0.369,3.2,6.8,0.465,0.5,2.6,4.2,0.613,1.7,5.5,7.2,4.2,0.7,0.8,2.8,2.0,13.8,2021
1267_2021_HOU,1267,Eric Gordon,SG,32,HOU,22,10,29.4,6.2,13.5,0.463,2.7,7.8,0.351,3.5,5.7,0.616,0.564,3.5,4.2,0.848,0.3,1.9,2.2,2.7,0.5,0.5,1.9,1.5,18.7,2021
722_2021_CHO,722,Devonte' Graham,PG,25,CHO,25,25,32.8,4.4,12.4,0.352,2.8,8.1,0.347,1.6,4.3,0.361,0.465,2.2,2.8,0.775,0.6,2.4,3.0,5.7,1.0,0.0,1.4,1.5,13.7,2021
1262_2021_DET,1262,Jerami Grant,SF,26,DET,28,28,36.3,7.9,17.8,0.443,2.6,6.6,0.387,5.3,11.2,0.476,0.515,5.4,6.1,0.883,0.8,4.4,5.3,2.9,0.8,1.2,1.7,2.8,23.8,2021
1310_2021_PHI,1310,Danny Green,SF,33,PHI,29,29,28.4,3.1,7.7,0.401,2.2,5.8,0.375,0.9,1.9,0.481,0.543,0.3,0.5,0.714,1.0,2.7,3.7,1.7,1.1,0.7,1.4,1.7,8.7,2021
1252_2021_GSW,1252,Draymond Green,PF,30,GSW,24,24,29.0,2.0,5.4,0.362,0.3,1.8,0.186,1.6,3.6,0.448,0.392,1.0,1.4,0.676,0.6,5.0,5.6,8.3,1.4,0.6,2.6,3.1,5.2,2021
1353_2021_DEN,1353,JaMychal Green,PF,30,DEN,24,3,21.3,3.3,7.5,0.441,1.7,4.0,0.427,1.6,3.5,0.458,0.556,1.1,1.3,0.844,1.7,4.5,6.3,1.0,0.6,0.3,1.1,2.8,9.4,2021
1551_2021_BOS,1551,Javonte Green,SG,27,BOS,18,1,15.3,1.7,3.4,0.5,0.4,1.2,0.333,1.3,2.3,0.585,0.556,1.1,1.6,0.69,0.9,1.6,2.5,0.4,0.9,0.1,0.6,1.2,4.9,2021
1411_2021_BRK,1411,Jeff Green,PF,34,BRK,30,13,26.0,3.5,6.9,0.505,1.6,3.7,0.427,1.9,3.2,0.594,0.619,1.2,1.5,0.822,0.5,3.3,3.7,1.4,0.7,0.3,0.8,2.0,9.7,2021
1453_2021_DAL,1453,Josh Green,SG,20,DAL,17,5,12.5,1.0,2.1,0.472,0.1,0.7,0.167,0.9,1.4,0.625,0.5,0.4,0.6,0.545,0.7,1.6,2.3,0.6,0.2,0.1,0.6,0.9,2.5,2021
1461_2021_DET,1461,Blake Griffin,PF,31,DET,20,20,31.3,4.1,11.1,0.365,2.0,6.2,0.315,2.1,4.9,0.429,0.453,2.2,3.1,0.71,0.4,4.9,5.2,3.9,0.7,0.1,1.6,2.1,12.3,2021
734_2021_SAC,734,Kyle Guy,PG,23,SAC,10,0,7.9,0.9,3.2,0.281,0.4,1.6,0.25,0.5,1.6,0.313,0.344,0.7,0.8,0.875,0.3,0.9,1.2,1.3,0.4,0.0,0.1,0.5,2.9,2021
1377_2021_WAS,1377,Rui Hachimura,PF,22,WAS,19,19,29.2,4.7,10.3,0.454,0.8,2.6,0.3,3.9,7.7,0.507,0.492,3.1,3.9,0.784,1.2,4.3,5.4,2.0,0.6,0.1,1.0,2.1,13.2,2021
176_2021_MIN,176,Ashton Hagans,PG,21,MIN,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2021
1421_2021_SAC,1421,Tyrese Haliburton,PG,20,SAC,25,2,29.4,4.8,9.6,0.498,2.3,5.2,0.443,2.4,4.3,0.565,0.619,0.6,0.7,0.824,1.0,2.6,3.6,5.2,1.2,0.6,1.6,1.2,12.4,2021
178_2021_OKC,178,Josh Hall,SF,20,OKC,7,0,7.3,0.6,2.6,0.222,0.1,1.1,0.125,0.4,1.4,0.3,0.25,0.4,1.0,0.429,0.1,1.1,1.3,1.0,0.0,0.0,0.6,1.0,1.7,2021
739_2021_DEN,739,R.J. Hampton,PG,19,DEN,21,0,8.6,0.9,2.2,0.404,0.2,0.8,0.313,0.7,1.5,0.452,0.457,0.2,0.3,0.667,0.4,1.5,1.9,0.5,0.2,0.1,0.5,0.8,2.2,2021
740_2021_DAL,740,Tim Hardaway Jr.,SG,28,DAL,27,17,30.6,5.9,13.3,0.439,3.1,7.8,0.393,2.8,5.5,0.503,0.554,1.9,2.4,0.785,0.2,3.0,3.2,1.6,0.7,0.1,0.9,1.6,16.7,2021
1234_2021_HOU,1234,James Harden,SG,31,HOU,8,8,36.3,7.5,16.9,0.444,3.1,9.0,0.347,4.4,7.9,0.556,0.537,6.6,7.5,0.883,0.6,4.5,5.1,10.4,0.9,0.8,4.3,1.8,24.8,2021
1234_2021_BRK,1234,James Harden,SG,31,BRK,16,16,38.3,7.7,15.3,0.502,3.0,7.4,0.407,4.7,7.9,0.591,0.6,5.9,6.6,0.905,0.8,7.6,8.4,11.8,1.1,0.8,4.3,2.6,24.3,2021
743_2021_MIA,743,Maurice Harkless,SF,27,MIA,10,3,10.9,0.4,1.0,0.4,0.4,0.8,0.5,0.0,0.2,0.0,0.6,0.0,0.2,0.0,0.1,0.8,0.9,0.7,0.2,0.3,0.2,1.2,1.2,2021
744_2021_NYK,744,Jared Harper,PG,23,NYK,2,0,2.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2021
1489_2021_LAL,1489,Montrezl Harrell,C,27,LAL,29,0,24.6,5.3,8.3,0.646,0.0,0.1,0.0,5.3,8.1,0.657,0.646,2.6,3.6,0.738,2.3,4.0,6.3,1.1,0.7,0.7,1.3,2.2,13.3,2021
1301_2021_DEN,1301,Gary Harris,SG,26,DEN,19,19,30.6,3.6,8.2,0.442,1.3,3.9,0.32,2.4,4.3,0.556,0.519,1.2,1.6,0.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7,2021
187_2021_TOR,187,Jalen Harris,SG,22,TOR,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,2021
1270_2021_BRK,1270,Joe Harris,SF,29,BRK,30,26,30.9,5.5,10.5,0.529,3.3,6.6,0.495,2.3,3.9,0.586,0.685,0.5,0.8,0.696,0.6,2.9,3.5,1.9,0.5,0.2,0.8,2.4,14.9,2021
1221_2021_PHI,1221,Tobias Harris,PF,28,PHI,26,26,34.5,8.0,15.4,0.518,1.8,4.2,0.426,6.2,11.2,0.551,0.575,3.1,3.5,0.9,1.3,6.5,7.7,3.1,0.8,0.8,2.0,2.1,20.8,2021
1652_2021_UTA,1652,Shaquille Harrison,SG,27,UTA,16,0,3.4,0.4,1.2,0.316,0.0,0.1,0.0,0.4,1.1,0.333,0.316,0.3,0.4,0.833,0.2,0.4,0.6,0.5,0.1,0.0,0.3,0.2,1.1,2021
1303_2021_NOP,1303,Josh Hart,SF,25,NOP,28,2,28.0,3.1,7.0,0.451,1.4,4.1,0.348,1.7,2.9,0.6,0.554,1.1,1.6,0.711,1.0,6.4,7.5,2.1,0.8,0.2,0.8,2.2,8.9,2021
1343_2021_DEN,1343,Isaiah Hartenstein,C,22,DEN,18,0,8.7,1.7,3.1,0.545,0.0,0.0,0.0,1.7,3.1,0.545,0.545,0.9,1.5,0.593,1.4,1.4,2.8,0.6,0.4,0.7,0.8,2.2,4.2,2021
1369_2021_NOP,1369,Jaxson Hayes,C,20,NOP,21,1,11.7,1.7,2.6,0.636,0.0,0.0,0.0,1.7,2.6,0.636,0.636,0.9,1.2,0.692,1.2,2.4,3.6,0.4,0.3,0.3,0.6,1.8,4.2,2021
1386_2021_DET,1386,Killian Hayes,PG,19,DET,7,7,21.1,1.9,6.7,0.277,0.7,2.9,0.25,1.1,3.9,0.296,0.33,0.1,0.3,0.5,0.1,1.0,1.1,3.6,0.3,0.0,2.4,2.1,4.6,2021
1245_2021_CHO,1245,Gordon Hayward,SF,30,CHO,26,26,35.5,8.1,16.6,0.486,2.2,5.2,0.422,5.9,11.4,0.515,0.552,3.9,4.5,0.864,0.9,4.5,5.5,3.8,1.1,0.4,2.1,1.9,22.3,2021
196_2021_MIN,196,Juan Hernangómez,PF,25,MIN,13,6,18.6,2.3,5.8,0.4,1.1,3.4,0.318,1.2,2.4,0.516,0.493,0.7,1.1,0.643,1.0,4.0,5.0,0.5,0.4,0.2,0.5,0.9,6.4,2021
763_2021_NOP,763,Willy Hernangómez,C,26,NOP,13,0,17.1,2.8,5.1,0.545,0.1,0.4,0.2,2.7,4.7,0.574,0.553,1.2,1.8,0.652,2.6,3.8,6.5,1.2,0.5,0.4,0.4,1.1,6.8,2021
1389_2021_MIA,1389,Tyler Herro,SG,21,MIA,20,14,34.4,6.5,14.8,0.437,2.1,6.2,0.339,4.4,8.6,0.509,0.508,2.0,2.5,0.78,0.5,5.9,6.3,3.9,0.5,0.5,2.6,1.7,17.0,2021
1260_2021_SAC,1260,Buddy Hield,SG,28,SAC,27,27,34.8,5.3,14.1,0.377,3.9,10.4,0.377,1.4,3.7,0.376,0.516,1.5,1.7,0.872,0.4,4.4,4.8,3.0,0.9,0.3,2.0,2.7,16.1,2021
1428_2021_OKC,1428,George Hill,PG,34,OKC,14,14,26.4,4.4,8.6,0.508,1.6,4.1,0.386,2.8,4.5,0.619,0.6,1.5,1.8,0.84,0.6,1.5,2.1,3.1,0.9,0.1,0.9,0.9,11.8,2021
771_2021_ATL,771,Solomon Hill,PF,29,ATL,28,1,19.0,1.5,4.3,0.358,1.0,3.2,0.322,0.5,1.1,0.467,0.479,0.3,0.4,0.8,0.4,1.9,2.3,0.9,0.6,0.2,0.5,1.6,4.4,2021
772_2021_DAL,772,Nate Hinton,SG,21,DAL,6,0,3.2,0.5,2.2,0.231,0.2,0.8,0.2,0.3,1.3,0.25,0.269,0.2,0.3,0.5,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.2,1.3,2021
1525_2021_IND,1525,Aaron Holiday,PG,24,IND,29,6,19.9,2.8,7.6,0.37,1.1,3.2,0.333,1.7,4.3,0.397,0.441,0.8,1.0,0.759,0.2,1.1,1.3,1.8,0.5,0.1,0.8,1.7,7.4,2021
1228_2021_MIL,1228,Jrue Holiday,PG,30,MIL,23,23,32.5,6.5,13.0,0.502,1.9,4.8,0.387,4.7,8.2,0.569,0.574,1.5,1.9,0.791,1.3,3.5,4.8,5.4,1.9,0.6,1.6,1.7,16.4,2021
1382_2021_IND,1382,Justin Holiday,SG,31,IND,29,20,32.2,4.0,8.5,0.466,2.4,5.8,0.419,1.6,2.8,0.563,0.607,1.2,1.5,0.791,0.7,3.5,4.2,1.7,1.2,0.3,0.7,2.3,11.5,2021
1314_2021_SAC,1314,Richaun Holmes,C,27,SAC,25,25,29.6,5.4,8.4,0.648,0.0,0.2,0.2,5.4,8.2,0.659,0.65,1.8,2.3,0.793,2.5,5.2,7.7,1.8,0.7,1.6,1.5,4.1,12.8,2021
781_2021_POR,781,Rodney Hood,SF,28,POR,23,5,19.0,2.1,5.7,0.366,0.6,2.0,0.298,1.5,3.7,0.405,0.42,0.2,0.3,0.667,0.2,1.5,1.7,1.2,0.7,0.1,0.8,1.4,5.0,2021
1251_2021_OKC,1251,Al Horford,C,34,OKC,19,19,28.2,5.9,13.0,0.453,2.2,5.5,0.39,3.7,7.5,0.5,0.536,0.7,0.9,0.778,0.8,6.1,6.9,3.6,0.9,0.8,1.3,1.7,14.7,2021
1324_2021_LAL,1324,Talen Horton-Tucker,SG,20,LAL,25,0,16.5,2.7,6.0,0.447,0.5,1.7,0.279,2.2,4.3,0.514,0.487,0.9,1.1,0.821,0.4,2.0,2.4,1.8,0.8,0.5,1.2,1.9,6.8,2021
210_2021_HOU,210,Danuel House,SF,27,HOU,17,7,27.9,3.1,8.2,0.374,1.4,4.9,0.286,1.6,3.2,0.509,0.46,1.4,1.8,0.767,0.6,3.1,3.6,2.1,0.8,0.5,0.9,1.8,8.9,2021
788_2021_PHI,788,Dwight Howard,C,35,PHI,29,4,16.7,2.1,3.8,0.555,0.1,0.3,0.375,2.0,3.5,0.569,0.568,1.6,3.0,0.523,2.7,5.0,7.7,0.7,0.4,0.9,1.9,3.1,5.9,2021
789_2021_DEN,789,Markus Howard,SG,21,DEN,14,0,3.4,0.4,2.1,0.207,0.2,1.5,0.143,0.2,0.6,0.375,0.259,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.1,0.0,0.3,0.4,1.1,2021
1292_2021_ATL,1292,Kevin Huerter,SG,22,ATL,28,17,31.8,4.5,10.7,0.423,2.2,5.8,0.385,2.3,5.0,0.468,0.527,0.7,0.9,0.792,0.7,2.9,3.6,3.8,1.2,0.2,1.3,2.3,12.0,2021
793_2021_UTA,793,Elijah Hughes,SF,22,UTA,6,0,4.5,0.8,2.5,0.333,0.5,1.7,0.3,0.3,0.8,0.4,0.433,0.5,0.7,0.75,0.0,0.7,0.7,0.5,0.2,0.2,0.7,0.0,2.7,2021
